Percentile,MeanFractionalPathLength,TaxonomyLevel,TaxonomyValue
0.8300000000000001,0.47986649440137813,Umbrella,Humanities
0.84,0.4837551299589603,Umbrella,Humanities
0.85,0.4861206110351117,Umbrella,Humanities
0.86,0.46608527131782945,Umbrella,Humanities
0.87,0.48204514363885087,Umbrella,Humanities
0.88,0.49316005471956226,Umbrella,Humanities
0.89,0.4931262112403101,Umbrella,Humanities
0.9,0.5024547803617571,Umbrella,Humanities
0.91,0.5095284237726099,Umbrella,Humanities
0.92,0.5078326873385013,Umbrella,Humanities
0.93,0.501937984496124,Umbrella,Humanities
0.9400000000000001,0.5146425495262704,Umbrella,Humanities
0.9500000000000001,0.5325218023255814,Umbrella,Humanities
0.96,0.5373667635658915,Umbrella,Humanities
0.97,0.5159076227390181,Umbrella,Humanities
0.98,0.49631782945736436,Umbrella,Humanities
0.99,0.49631782945736436,Umbrella,Humanities
1.0,0.5027454780361758,Umbrella,Humanities
0.0,0.4111459968602826,Umbrella,Mathematics and Computing
0.01,0.4101587301587301,Umbrella,Mathematics and Computing
0.02,0.4069538926681784,Umbrella,Mathematics and Computing
0.03,0.4080272108843538,Umbrella,Mathematics and Computing
0.04,0.4098948670377241,Umbrella,Mathematics and Computing
0.05,0.4151077097505668,Umbrella,Mathematics and Computing
0.06,0.41476757369614514,Umbrella,Mathematics and Computing
0.07,0.41736054421768704,Umbrella,Mathematics and Computing
0.08,0.417063492063492,Umbrella,Mathematics and Computing
0.09,0.42046258503401357,Umbrella,Mathematics and Computing
0.1,0.4203231292517007,Umbrella,Mathematics and Computing
0.11,0.4239455782312925,Umbrella,Mathematics and Computing
0.12,0.42831632653061225,Umbrella,Mathematics and Computing
0.13,0.4280895691609977,Umbrella,Mathematics and Computing
0.14,0.4309659863945578,Umbrella,Mathematics and Computing
0.15,0.43021541950113373,Umbrella,Mathematics and Computing
0.16,0.4359183673469388,Umbrella,Mathematics and Computing
0.17,0.4387755102040816,Umbrella,Mathematics and Computing
0.18,0.4411156462585034,Umbrella,Mathematics and Computing
0.19,0.4461734693877551,Umbrella,Mathematics and Computing
0.2,0.4484977324263038,Umbrella,Mathematics and Computing
0.21,0.4523809523809524,Umbrella,Mathematics and Computing
0.22,0.4557823129251701,Umbrella,Mathematics and Computing
0.23,0.45986394557823135,Umbrella,Mathematics and Computing
0.24,0.4623866213151927,Umbrella,Mathematics and Computing
0.25,0.4664217687074829,Umbrella,Mathematics and Computing
0.26,0.46816893424036277,Umbrella,Mathematics and Computing
0.27,0.47186394557823136,Umbrella,Mathematics and Computing
0.28,0.47463151927437636,Umbrella,Mathematics and Computing
0.29,0.47304421768707483,Umbrella,Mathematics and Computing
0.3,0.47769274376417237,Umbrella,Mathematics and Computing
0.31,0.4785714285714286,Umbrella,Mathematics and Computing
0.32,0.48106122448979594,Umbrella,Mathematics and Computing
0.33,0.4828231292517007,Umbrella,Mathematics and Computing
0.34,0.48416326530612247,Umbrella,Mathematics and Computing
0.35000000000000003,0.4829365079365079,Umbrella,Mathematics and Computing
0.36,0.48089795918367345,Umbrella,Mathematics and Computing
0.37,0.48404195011337875,Umbrella,Mathematics and Computing
0.38,0.487046485260771,Umbrella,Mathematics and Computing
0.39,0.49219047619047623,Umbrella,Mathematics and Computing
0.4,0.49160997732426304,Umbrella,Mathematics and Computing
0.41000000000000003,0.49319727891156456,Umbrella,Mathematics and Computing
0.42,0.4939342403628118,Umbrella,Mathematics and Computing
0.43,0.49937414965986393,Umbrella,Mathematics and Computing
0.44,0.5011054421768707,Umbrella,Mathematics and Computing
0.45,0.5025793650793651,Umbrella,Mathematics and Computing
0.46,0.5066326530612245,Umbrella,Mathematics and Computing
0.47000000000000003,0.5045351473922902,Umbrella,Mathematics and Computing
0.48,0.5037278911564625,Umbrella,Mathematics and Computing
0.49,0.5018041999408459,Umbrella,Mathematics and Computing
0.5,0.5056972789115646,Umbrella,Mathematics and Computing
0.51,0.5082224194025435,Umbrella,Mathematics and Computing
0.52,0.5098195800059153,Umbrella,Mathematics and Computing
0.53,0.5178107606679035,Umbrella,Mathematics and Computing
0.54,0.5192949907235621,Umbrella,Mathematics and Computing
0.55,0.5255442176870749,Umbrella,Mathematics and Computing
0.56,0.53078231292517,Umbrella,Mathematics and Computing
0.5700000000000001,0.536530612244898,Umbrella,Mathematics and Computing
0.58,0.5421768707482992,Umbrella,Mathematics and Computing
0.59,0.5473275024295432,Umbrella,Mathematics and Computing
0.6,0.5580612244897959,Umbrella,Mathematics and Computing
0.61,0.573265306122449,Umbrella,Mathematics and Computing
0.62,0.5747959183673469,Umbrella,Mathematics and Computing
0.63,0.5705442176870749,Umbrella,Mathematics and Computing
0.64,0.5712342079689019,Umbrella,Mathematics and Computing
0.65,0.572665429808287,Umbrella,Mathematics and Computing
0.66,0.5716947648624667,Umbrella,Mathematics and Computing
0.67,0.5724046140195208,Umbrella,Mathematics and Computing
0.68,0.585969387755102,Umbrella,Mathematics and Computing
0.6900000000000001,0.5894114167406093,Umbrella,Mathematics and Computing
0.7000000000000001,0.5866213151927437,Umbrella,Mathematics and Computing
0.71,0.5738095238095238,Umbrella,Mathematics and Computing
0.72,0.5782312925170068,Umbrella,Mathematics and Computing
0.73,0.5764625850340136,Umbrella,Mathematics and Computing
0.74,0.5843820861678005,Umbrella,Mathematics and Computing
0.75,0.5965986394557824,Umbrella,Mathematics and Computing
0.76,0.6041383219954649,Umbrella,Mathematics and Computing
0.77,0.6118367346938776,Umbrella,Mathematics and Computing
0.78,0.6058390022675737,Umbrella,Mathematics and Computing
0.79,0.6031943212067435,Umbrella,Mathematics and Computing
0.8,0.6075125702454894,Umbrella,Mathematics and Computing
0.81,0.616533569949719,Umbrella,Mathematics and Computing
0.8200000000000001,0.6210034013605442,Umbrella,Mathematics and Computing
0.8300000000000001,0.629251700680272,Umbrella,Mathematics and Computing
0.84,0.6316893424036282,Umbrella,Mathematics and Computing
0.85,0.6286305826678498,Umbrella,Mathematics and Computing
0.86,0.6417800453514739,Umbrella,Mathematics and Computing
0.87,0.6420841063698207,Umbrella,Mathematics and Computing
0.88,0.6463203463203463,Umbrella,Mathematics and Computing
0.89,0.6513443472627146,Umbrella,Mathematics and Computing
0.9,0.656991685563114,Umbrella,Mathematics and Computing
0.91,0.6590325018896447,Umbrella,Mathematics and Computing
0.92,0.659608843537415,Umbrella,Mathematics and Computing
0.93,0.6636540330417882,Umbrella,Mathematics and Computing
0.9400000000000001,0.6687074829931973,Umbrella,Mathematics and Computing
0.9500000000000001,0.6678004535147393,Umbrella,Mathematics and Computing
0.96,0.6352607709750566,Umbrella,Mathematics and Computing
0.97,0.6319727891156464,Umbrella,Mathematics and Computing
0.98,0.6190476190476191,Umbrella,Mathematics and Computing
0.99,0.6190476190476191,Umbrella,Mathematics and Computing
1.0,0.6190476190476191,Umbrella,Mathematics and Computing
0.0,0.5151885289431757,Umbrella,Medicine and Health
0.01,0.516291274874262,Umbrella,Medicine and Health
0.02,0.5179416943846605,Umbrella,Medicine and Health
0.03,0.5131801284217641,Umbrella,Medicine and Health
0.04,0.514438661710037,Umbrella,Medicine and Health
0.05,0.518558764655419,Umbrella,Medicine and Health
0.06,0.5166735508742943,Umbrella,Medicine and Health
0.07,0.5154343935013079,Umbrella,Medicine and Health
0.08,0.5210752073205605,Umbrella,Medicine and Health
0.09,0.5240809582817018,Umbrella,Medicine and Health
0.1,0.5260636100784799,Umbrella,Medicine and Health
0.11,0.5253074063482985,Umbrella,Medicine and Health
0.12,0.5327275230620955,Umbrella,Medicine and Health
0.13,0.5410987195373812,Umbrella,Medicine and Health
0.14,0.5397769516728623,Umbrella,Medicine and Health
0.15,0.5354812061131764,Umbrella,Medicine and Health
0.16,0.5369406581302492,Umbrella,Medicine and Health
0.17,0.5406920217329139,Umbrella,Medicine and Health
0.18,0.5365826793336087,Umbrella,Medicine and Health
0.19,0.539253751893157,Umbrella,Medicine and Health
0.2,0.5375750643408636,Umbrella,Medicine and Health
0.21,0.5416769929781082,Umbrella,Medicine and Health
0.22,0.5331956491807792,Umbrella,Medicine and Health
0.23,0.5283216301803663,Umbrella,Medicine and Health
0.24,0.533526091146909,Umbrella,Medicine and Health
0.25,0.5364725320115654,Umbrella,Medicine and Health
0.26,0.5374638579099544,Umbrella,Medicine and Health
0.27,0.5363348478590114,Umbrella,Medicine and Health
0.28,0.5383174996557896,Umbrella,Medicine and Health
0.29,0.5387030152829408,Umbrella,Medicine and Health
0.3,0.5400629110666285,Umbrella,Medicine and Health
0.31,0.5439900867410161,Umbrella,Medicine and Health
0.32,0.5528018725044748,Umbrella,Medicine and Health
0.33,0.5546182442093222,Umbrella,Medicine and Health
0.34,0.5539584193859286,Umbrella,Medicine and Health
0.35000000000000003,0.556491807792923,Umbrella,Medicine and Health
0.36,0.5570203031169573,Umbrella,Medicine and Health
0.37,0.5571526917251823,Umbrella,Medicine and Health
0.38,0.5593281013355362,Umbrella,Medicine and Health
0.39,0.5588504432370602,Umbrella,Medicine and Health
0.4,0.5567121024370094,Umbrella,Medicine and Health
0.41000000000000003,0.5593281013355362,Umbrella,Medicine and Health
0.42,0.5558478696025164,Umbrella,Medicine and Health
0.43,0.5614484372848684,Umbrella,Medicine and Health
0.44,0.5624122263527467,Umbrella,Medicine and Health
0.45,0.5677437803831855,Umbrella,Medicine and Health
0.46,0.5695718022855568,Umbrella,Medicine and Health
0.47000000000000003,0.5743632107944373,Umbrella,Medicine and Health
0.48,0.5777227041167562,Umbrella,Medicine and Health
0.49,0.5824590389646152,Umbrella,Medicine and Health
0.5,0.583615585846069,Umbrella,Medicine and Health
0.51,0.5803937766763045,Umbrella,Medicine and Health
0.52,0.5794299876084262,Umbrella,Medicine and Health
0.53,0.5784937353710589,Umbrella,Medicine and Health
0.54,0.5794850612694478,Umbrella,Medicine and Health
0.55,0.5734915641978838,Umbrella,Medicine and Health
0.56,0.5741429161503511,Umbrella,Medicine and Health
0.5700000000000001,0.5711414016246729,Umbrella,Medicine and Health
0.58,0.5724621103803259,Umbrella,Medicine and Health
0.59,0.5715819909128459,Umbrella,Medicine and Health
0.6,0.5730965165909403,Umbrella,Medicine and Health
0.61,0.5762367743780382,Umbrella,Medicine and Health
0.62,0.5813575657441828,Umbrella,Medicine and Health
0.63,0.5814401762357153,Umbrella,Medicine and Health
0.64,0.5819273663139833,Umbrella,Medicine and Health
0.65,0.5843590802698609,Umbrella,Medicine and Health
0.66,0.5863968057276607,Umbrella,Medicine and Health
0.67,0.5925936517014583,Umbrella,Medicine and Health
0.68,0.5926201294231033,Umbrella,Medicine and Health
0.6900000000000001,0.5971637064573866,Umbrella,Medicine and Health
0.7000000000000001,0.600578273440727,Umbrella,Medicine and Health
0.71,0.6022580201018861,Umbrella,Medicine and Health
0.72,0.6068015971361694,Umbrella,Medicine and Health
0.73,0.6125843315434392,Umbrella,Medicine and Health
0.74,0.6164394878149524,Umbrella,Medicine and Health
0.75,0.6199642021203359,Umbrella,Medicine and Health
0.76,0.619220707696544,Umbrella,Medicine and Health
0.77,0.6183395291201983,Umbrella,Medicine and Health
0.78,0.6204598650695304,Umbrella,Medicine and Health
0.79,0.6226628115103952,Umbrella,Medicine and Health
0.8,0.623734629682585,Umbrella,Medicine and Health
0.81,0.6300977557483133,Umbrella,Medicine and Health
0.8200000000000001,0.6270411675616135,Umbrella,Medicine and Health
0.8300000000000001,0.6253645982270517,Umbrella,Medicine and Health
0.84,0.622938179815503,Umbrella,Medicine and Health
0.85,0.6261875258157785,Umbrella,Medicine and Health
0.86,0.6280812124678294,Umbrella,Medicine and Health
0.87,0.6364863004268208,Umbrella,Medicine and Health
0.88,0.6466473908853089,Umbrella,Medicine and Health
0.89,0.6464112096082356,Umbrella,Medicine and Health
0.9,0.6483546743769791,Umbrella,Medicine and Health
0.91,0.6481619165634035,Umbrella,Medicine and Health
0.92,0.6557048899056332,Umbrella,Medicine and Health
0.93,0.6747349580063335,Umbrella,Medicine and Health
0.9400000000000001,0.6904489562482128,Umbrella,Medicine and Health
0.9500000000000001,0.6984820322180917,Umbrella,Medicine and Health
0.96,0.7067928354173706,Umbrella,Medicine and Health
0.97,0.7081197417335159,Umbrella,Medicine and Health
0.98,0.7080855018587361,Umbrella,Medicine and Health
0.99,0.7170472650026553,Umbrella,Medicine and Health
1.0,0.7373436971949984,Umbrella,Medicine and Health
0.0,0.4652396878483835,Umbrella,Natural Sciences
0.01,0.46625789669267925,Umbrella,Natural Sciences
0.02,0.46755852842809353,Umbrella,Natural Sciences
0.03,0.4728539576365663,Umbrella,Natural Sciences
0.04,0.47828564350303476,Umbrella,Natural Sciences
0.05,0.4850882251182101,Umbrella,Natural Sciences
0.06,0.48767001114827196,Umbrella,Natural Sciences
0.07,0.48838350055741353,Umbrella,Natural Sciences
0.08,0.4923968784838349,Umbrella,Natural Sciences
0.09,0.4951616499442586,Umbrella,Natural Sciences
0.1,0.49752508361204006,Umbrella,Natural Sciences
0.11,0.5033667781493868,Umbrella,Natural Sciences
0.12,0.5058416945373467,Umbrella,Natural Sciences
0.13,0.5062653288740245,Umbrella,Natural Sciences
0.14,0.5090523968784839,Umbrella,Natural Sciences
0.15,0.5065774804905239,Umbrella,Natural Sciences
0.16,0.5102341137123745,Umbrella,Natural Sciences
0.17,0.5161426978818282,Umbrella,Natural Sciences
0.18,0.5161204013377926,Umbrella,Natural Sciences
0.19,0.5191081382385729,Umbrella,Natural Sciences
0.2,0.523010033444816,Umbrella,Natural Sciences
0.21,0.5252173913043477,Umbrella,Natural Sciences
0.22,0.5297658862876253,Umbrella,Natural Sciences
0.23,0.5319063545150502,Umbrella,Natural Sciences
0.24,0.5263991081382386,Umbrella,Natural Sciences
0.25,0.5313935340022296,Umbrella,Natural Sciences
0.26,0.5305239687848383,Umbrella,Natural Sciences
0.27,0.5330434782608695,Umbrella,Natural Sciences
0.28,0.5412709030100333,Umbrella,Natural Sciences
0.29,0.5425863991081381,Umbrella,Natural Sciences
0.3,0.5467558528428093,Umbrella,Natural Sciences
0.31,0.5498773690078037,Umbrella,Natural Sciences
0.32,0.5550947603121517,Umbrella,Natural Sciences
0.33,0.5558974358974359,Umbrella,Natural Sciences
0.34,0.565195094760312,Umbrella,Natural Sciences
0.35000000000000003,0.5654626532887401,Umbrella,Natural Sciences
0.36,0.5713489409141583,Umbrella,Natural Sciences
0.37,0.5683835005574136,Umbrella,Natural Sciences
0.38,0.566020066889632,Umbrella,Natural Sciences
0.39,0.5677591973244146,Umbrella,Natural Sciences
0.4,0.5671348940914158,Umbrella,Natural Sciences
0.41000000000000003,0.5666443701226309,Umbrella,Natural Sciences
0.42,0.5634336677814937,Umbrella,Natural Sciences
0.43,0.5657748049052396,Umbrella,Natural Sciences
0.44,0.5639464882943143,Umbrella,Natural Sciences
0.45,0.5649175412293852,Umbrella,Natural Sciences
0.46,0.564756083496713,Umbrella,Natural Sciences
0.47000000000000003,0.5703379079690923,Umbrella,Natural Sciences
0.48,0.5713989159266519,Umbrella,Natural Sciences
0.49,0.5703609733594741,Umbrella,Natural Sciences
0.5,0.5732210817668089,Umbrella,Natural Sciences
0.51,0.5737746511359704,Umbrella,Natural Sciences
0.52,0.5776957675008648,Umbrella,Natural Sciences
0.53,0.5797255218544572,Umbrella,Natural Sciences
0.54,0.5823780417483564,Umbrella,Natural Sciences
0.55,0.5825856302617921,Umbrella,Natural Sciences
0.56,0.5829208472686733,Umbrella,Natural Sciences
0.5700000000000001,0.5843701226309921,Umbrella,Natural Sciences
0.58,0.5867335562987736,Umbrella,Natural Sciences
0.59,0.5904739937723444,Umbrella,Natural Sciences
0.6,0.5938184753776956,Umbrella,Natural Sciences
0.61,0.5947410909929649,Umbrella,Natural Sciences
0.62,0.593357167570061,Umbrella,Natural Sciences
0.63,0.5949717448967822,Umbrella,Natural Sciences
0.64,0.5958671763019587,Umbrella,Natural Sciences
0.65,0.5981605351170568,Umbrella,Natural Sciences
0.66,0.597658862876254,Umbrella,Natural Sciences
0.67,0.6000238891543239,Umbrella,Natural Sciences
0.68,0.6026994744386048,Umbrella,Natural Sciences
0.6900000000000001,0.6017529696690116,Umbrella,Natural Sciences
0.7000000000000001,0.6014761849844307,Umbrella,Natural Sciences
0.71,0.601799100449775,Umbrella,Natural Sciences
0.72,0.6026755852842809,Umbrella,Natural Sciences
0.73,0.6086725867835312,Umbrella,Natural Sciences
0.74,0.6084503901895204,Umbrella,Natural Sciences
0.75,0.6107246376811593,Umbrella,Natural Sciences
0.76,0.6189520624303232,Umbrella,Natural Sciences
0.77,0.6176142697881828,Umbrella,Natural Sciences
0.78,0.6171145196632453,Umbrella,Natural Sciences
0.79,0.6292469150040364,Umbrella,Natural Sciences
0.8,0.6360248447204968,Umbrella,Natural Sciences
0.81,0.6377926421404682,Umbrella,Natural Sciences
0.8200000000000001,0.6521022455805063,Umbrella,Natural Sciences
0.8300000000000001,0.6532728141423794,Umbrella,Natural Sciences
0.84,0.6595078834209267,Umbrella,Natural Sciences
0.85,0.6685857620640229,Umbrella,Natural Sciences
0.86,0.6775680840898232,Umbrella,Natural Sciences
0.87,0.6898948877209747,Umbrella,Natural Sciences
0.88,0.696816548990462,Umbrella,Natural Sciences
0.89,0.6930261365043973,Umbrella,Natural Sciences
0.9,0.691280458671763,Umbrella,Natural Sciences
0.91,0.7040905582711602,Umbrella,Natural Sciences
0.92,0.6998795986622074,Umbrella,Natural Sciences
0.93,0.7058891958702922,Umbrella,Natural Sciences
0.9400000000000001,0.7218346870520783,Umbrella,Natural Sciences
0.9500000000000001,0.7262453793346241,Umbrella,Natural Sciences
0.96,0.7225752508361204,Umbrella,Natural Sciences
0.97,0.7223565731926935,Umbrella,Natural Sciences
0.98,0.7234671125975475,Umbrella,Natural Sciences
0.99,0.738610182088443,Umbrella,Natural Sciences
1.0,0.7685618729096991,Umbrella,Natural Sciences
0.0,0.34789064879683207,Umbrella,Social Sciences
0.01,0.34591747146619833,Umbrella,Social Sciences
0.02,0.34547188867691614,Umbrella,Social Sciences
0.03,0.3455611552626477,Umbrella,Social Sciences
0.04,0.3472707889125799,Umbrella,Social Sciences
0.05,0.346809906511399,Umbrella,Social Sciences
0.06,0.34671878701729447,Umbrella,Social Sciences
0.07,0.34920634920634913,Umbrella,Social Sciences
0.08,0.3521403969165163,Umbrella,Social Sciences
0.09,0.3510621495696122,Umbrella,Social Sciences
0.1,0.35424070125562657,Umbrella,Social Sciences
0.11,0.3569993439396424,Umbrella,Social Sciences
0.12,0.36077548764115924,Umbrella,Social Sciences
0.13,0.365197820421701,Umbrella,Social Sciences
0.14,0.3642160078727242,Umbrella,Social Sciences
0.15,0.36460554371002124,Umbrella,Social Sciences
0.16,0.3684948274500513,Umbrella,Social Sciences
0.17,0.3719657208463178,Umbrella,Social Sciences
0.18,0.3769248993129589,Umbrella,Social Sciences
0.19,0.3829266366579798,Umbrella,Social Sciences
0.2,0.38006396588486135,Umbrella,Social Sciences
0.21,0.3822356471610202,Umbrella,Social Sciences
0.22,0.38270946853036397,Umbrella,Social Sciences
0.23,0.38264720354272586,Umbrella,Social Sciences
0.24,0.38685540551212183,Umbrella,Social Sciences
0.25,0.39725973308062856,Umbrella,Social Sciences
0.26,0.3975520747908807,Umbrella,Social Sciences
0.27,0.3955026455026454,Umbrella,Social Sciences
0.28,0.39425886440811814,Umbrella,Social Sciences
0.29,0.39503034279153676,Umbrella,Social Sciences
0.3,0.39850351417515595,Umbrella,Social Sciences
0.31,0.40024085919608304,Umbrella,Social Sciences
0.32,0.4013039199606363,Umbrella,Social Sciences
0.33,0.4012674721629945,Umbrella,Social Sciences
0.34,0.4036958066808813,Umbrella,Social Sciences
0.35000000000000003,0.39732655404297196,Umbrella,Social Sciences
0.36,0.40148464029061043,Umbrella,Social Sciences
0.37,0.40567006238648023,Umbrella,Social Sciences
0.38,0.40927915368213874,Umbrella,Social Sciences
0.39,0.40863144594487877,Umbrella,Social Sciences
0.4,0.41115849324804543,Umbrella,Social Sciences
0.41000000000000003,0.41309250451041496,Umbrella,Social Sciences
0.42,0.4135276000947642,Umbrella,Social Sciences
0.43,0.4174168838347943,Umbrella,Social Sciences
0.44,0.42278989667049366,Umbrella,Social Sciences
0.45,0.4300323777935718,Umbrella,Social Sciences
0.46,0.4304667140488036,Umbrella,Social Sciences
0.47000000000000003,0.43189273413154006,Umbrella,Social Sciences
0.48,0.42718944957750926,Umbrella,Social Sciences
0.49,0.4289465371554923,Umbrella,Social Sciences
0.5,0.4295965228801049,Umbrella,Social Sciences
0.51,0.43024954592118764,Umbrella,Social Sciences
0.52,0.43585643212508873,Umbrella,Social Sciences
0.53,0.43771526980482206,Umbrella,Social Sciences
0.54,0.43269762299613046,Umbrella,Social Sciences
0.55,0.431513069572771,Umbrella,Social Sciences
0.56,0.4356650811874692,Umbrella,Social Sciences
0.5700000000000001,0.43818605385769566,Umbrella,Social Sciences
0.58,0.4428452973229092,Umbrella,Social Sciences
0.59,0.44720764310316546,Umbrella,Social Sciences
0.6,0.44799810471452256,Umbrella,Social Sciences
0.61,0.45005133064834557,Umbrella,Social Sciences
0.62,0.4481507298671477,Umbrella,Social Sciences
0.63,0.44724788754639494,Umbrella,Social Sciences
0.64,0.4516109926557687,Umbrella,Social Sciences
0.65,0.456043956043956,Umbrella,Social Sciences
0.66,0.4589142201082499,Umbrella,Social Sciences
0.67,0.46362965392816136,Umbrella,Social Sciences
0.68,0.4695735607675906,Umbrella,Social Sciences
0.6900000000000001,0.467073970805314,Umbrella,Social Sciences
0.7000000000000001,0.47189191405609304,Umbrella,Social Sciences
0.71,0.4784648187633262,Umbrella,Social Sciences
0.72,0.4878218796129243,Umbrella,Social Sciences
0.73,0.48763736263736257,Umbrella,Social Sciences
0.74,0.48707889125799564,Umbrella,Social Sciences
0.75,0.4849311136624569,Umbrella,Social Sciences
0.76,0.48833214877990994,Umbrella,Social Sciences
0.77,0.4858848614072494,Umbrella,Social Sciences
0.78,0.4832294571100541,Umbrella,Social Sciences
0.79,0.48852878464818755,Umbrella,Social Sciences
0.8,0.49007196162046895,Umbrella,Social Sciences
0.81,0.483368869936034,Umbrella,Social Sciences
0.8200000000000001,0.4855010660980809,Umbrella,Social Sciences
0.8300000000000001,0.4936922530206111,Umbrella,Social Sciences
0.84,0.5041755508173418,Umbrella,Social Sciences
0.85,0.5111940298507462,Umbrella,Social Sciences
0.86,0.5111213413452218,Umbrella,Social Sciences
0.87,0.5160358919687278,Umbrella,Social Sciences
0.88,0.5341817697228144,Umbrella,Social Sciences
0.89,0.5352044127190135,Umbrella,Social Sciences
0.9,0.5440344859553164,Umbrella,Social Sciences
0.91,0.5627301802674936,Umbrella,Social Sciences
0.92,0.5655650319829423,Umbrella,Social Sciences
0.93,0.5696162046908315,Umbrella,Social Sciences
0.9400000000000001,0.5728944562899786,Umbrella,Social Sciences
0.9500000000000001,0.5827628773426101,Umbrella,Social Sciences
0.96,0.58789038003261,Umbrella,Social Sciences
0.97,0.6004797441364605,Umbrella,Social Sciences
0.98,0.593380500096918,Umbrella,Social Sciences
0.99,0.6070895522388059,Umbrella,Social Sciences
1.0,0.607276119402985,Umbrella,Social Sciences
